team_name,first_name,second_name,web_name,FPL code,FPL_ID,understat_id
West Ham,Felipe Anderson,Pereira Gomes,Felipe Anderson,101537,390,1208
West Ham,S??bastien,Haller,Haller,103123,457,6144
West Ham,Arthur,Masuaku,Masuaku,105717,378,1760
West Ham,Fabi??n,Balbuena,Balbuena,166640,382,6892
West Ham,Jarrod,Bowen,Bowen,178186,626,1776
West Ham,Grady,Diangana,Diangana,179830,398,6651
West Ham,Albian,Ajeti,Ajeti,181008,514,2673
West Ham,Nathan,Holland,Holland,183487,568,5567
West Ham,Declan,Rice,Rice,204480,395,5553
West Ham,Alexandre Nascimento,Costa Silva,Xande Silva,209925,387,7312
West Ham,Alfie,Lewis,Lewis,215407,651,NULL
West Ham,Tomas,Soucek,Soucek,215439,616,8288
West Ham,Pablo,Fornals,Fornals,217593,399,2335
West Ham,Issa,Diop,Diop,219924,381,3203
West Ham,Conor,Coventry,Coventry,222017,664,NULL
West Ham,Ben,Johnson,Johnson,222018,384,6424
West Ham,Jeremy,Ngakia,Ngakia,232391,593,8235
West Ham,Bernardo,Costa Da Rosa,Rosa,243710,595,NULL
West Ham,Joseph,Anang,Anang,447879,582,NULL
West Ham,Gon??alo Bento,Soares Cardoso,Cardoso,459373,594,NULL
Wolves,John,Ruddy,Ruddy,19236,412,NULL
Wolves,Jo??o Filipe Iria,Santos Moutinho,Moutinho,19624,415,3422
Wolves,Rui Pedro,dos Santos Patr??cio,Patr??cio,38533,411,6849
Wolves,Matt,Doherty,Doherty,87835,401,6852
Wolves,Willy,Boly,Boly,90585,405,6850
Wolves,Conor,Coady,Coady,94147,403,6851
Wolves,Ra??l,Jim??nez,Jim??nez,102057,409,4105
Wolves,Romain,Sa??ss,Sa??ss,107613,407,3491
Wolves,Jonathan,Castro Otto,Jonny,114128,402,2280
Wolves,Leander,Dendoncker,Dendoncker,151589,420,7236
Wolves,Adama,Traor??,Traor??,159533,417,900
Wolves,H??lder,Costa,Costa,165808,418,3428
Wolves,Ivan,Cavaleiro,Cavaleiro,166324,419,3683
Wolves,Will,Norris,Norris,168399,413,NULL
Wolves,R??ben Diogo,da Silva Neves,Neves,171317,414,6853
Wolves,Jes??s,Vallejo L??zaro,Vallejo,178876,473,5234
Wolves,Oskar,Buur,Buur,179456,587,NULL
Wolves,Diogo,Jota,Jota,194634,410,6854
Wolves,Bernard,Ashley-Seal,Ashley-Seal,194798,559,NULL
Wolves,Daniel,Castelo Podence,Podence,200600,619,8291
Wolves,Patrick,Cutrone,Cutrone,209353,487,4918
Wolves,Max,Kilman,Kilman,214048,408,7332
Wolves,R??ben Gon??alo,Silva Nascimento Vinagre,Vinagre,216054,406,6856
Wolves,Morgan,Gibbs-White,Gibbs-White,222531,416,6857
Wolves,Ryan,Giles,Giles,232351,607,NULL
Wolves,Taylor,Perry,Perry,232361,560,NULL
Wolves,Luke,Cundle,Cundle,245923,567,NULL
Wolves,Pedro,Lomba Neto,Neto,247632,528,6382
Wolves,Owen,Otasowie,Otasowie,250604,566,NULL
Wolves,Bruno Andr??,Cavaco Jordao,Jordao,428610,609,6336
Wolves,Leonardo,Campana,Campana,474003,652,NULL
